w_geocode,state,stateID,county,countyID,tract,block_group,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CNSTotal,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,empedu_p,empTotal,emptrn_p
470650104122001,Tennessee,47,Hamilton County,065,010412,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0
470650104122004,Tennessee,47,Hamilton County,065,010412,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0
470650104122005,Tennessee,47,Hamilton County,065,010412,2005,0,0,0,5,27,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,0,0,27,0,5,0,0,5,0,37,0
470650104122007,Tennessee,47,Hamilton County,065,010412,2007,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,4,0,6,0
470650104122012,Tennessee,47,Hamilton County,065,010412,2012,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,113,0,113,0
470650104122013,Tennessee,47,Hamilton County,065,010412,2013,0,0,0,0,0,0,34,0,0,11,0,0,0,0,0,7,0,0,0,0,52,0,0,0,7,11,34,0,0,0,52,0
470650104123000,Tennessee,47,Hamilton County,065,010412,3000,0,0,0,15,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,1,0,0,0,0,15,4,20,1
470650104123005,Tennessee,47,Hamilton County,065,010412,3005,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,1,0,8,0
470650104123008,Tennessee,47,Hamilton County,065,010412,3008,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0
470650104124007,Tennessee,47,Hamilton County,065,010412,4007,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,1,0,14,0
470650104124008,Tennessee,47,Hamilton County,065,010412,4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
470650104131003,Tennessee,47,Hamilton County,065,010413,1003,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,4,0
470650104131006,Tennessee,47,Hamilton County,065,010413,1006,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,10,0,0,0,0,3,0,2,5,0,10,0
470650104131008,Tennessee,47,Hamilton County,065,010413,1008,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,11,0,0,0,0,0,0,4,0,15,0
470650104131013,Tennessee,47,Hamilton County,065,010413,1013,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,3,0,2,0,0,0,0,5,3
470650104131014,Tennessee,47,Hamilton County,065,010413,1014,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,129,0,19,7,0,157,19,0,0,129,0,2,7,0,0,157,0
470650104131020,Tennessee,47,Hamilton County,065,010413,1020,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0
470650104131021,Tennessee,47,Hamilton County,065,010413,1021,0,0,0,0,0,0,28,0,0,0,5,53,0,0,0,40,0,0,0,0,126,0,0,0,40,58,28,0,0,0,126,0
470650104131023,Tennessee,47,Hamilton County,065,010413,1023,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0
470650104131024,Tennessee,47,Hamilton County,065,010413,1024,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0
470650104132001,Tennessee,47,Hamilton County,065,010413,2001,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,5,0,0,0,0,25,0,0,1,5,0,19,0,0,0,25,1
470650104132002,Tennessee,47,Hamilton County,065,010413,2002,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0
470650104132005,Tennessee,47,Hamilton County,065,010413,2005,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0
470650104132011,Tennessee,47,Hamilton County,065,010413,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0
470650104132019,Tennessee,47,Hamilton County,065,010413,2019,0,0,0,0,0,0,87,0,0,2,0,0,0,0,0,0,2,60,0,0,151,60,0,0,0,2,87,2,0,0,151,0
470650104132029,Tennessee,47,Hamilton County,065,010413,2029,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0
470650104132031,Tennessee,47,Hamilton County,065,010413,2031,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0
470650104132037,Tennessee,47,Hamilton County,065,010413,2037,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0
470650104311001,Tennessee,47,Hamilton County,065,010431,1001,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0
470650104311002,Tennessee,47,Hamilton County,065,010431,1002,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,2,0,7,0,0,3,0,2,0,2,0,0,7,3
470650104311006,Tennessee,47,Hamilton County,065,010431,1006,0,0,0,0,0,0,4,0,0,3,0,0,0,0,11,5,0,0,7,0,30,0,0,0,5,3,4,7,0,11,30,0
470650104311011,Tennessee,47,Hamilton County,065,010431,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
470650104311014,Tennessee,47,Hamilton County,065,010431,1014,0,0,0,12,0,2,5,0,2,0,4,0,0,0,0,0,0,0,1,0,26,0,0,2,0,6,5,1,12,0,26,2
470650104311016,Tennessee,47,Hamilton County,065,010431,1016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2
470650104311019,Tennessee,47,Hamilton County,065,010431,1019,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,24,21,0,3,0,0,0,0,0,0,24,3
470650104311024,Tennessee,47,Hamilton County,065,010431,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,190,0,0,0,190,0,0,0,0,0,190,0
470650104312000,Tennessee,47,Hamilton County,065,010431,2000,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,2,0,8,6
470650104312001,Tennessee,47,Hamilton County,065,010431,2001,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0
470650104312003,Tennessee,47,Hamilton County,065,010431,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
470650104312017,Tennessee,47,Hamilton County,065,010431,2017,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0
470650104312018,Tennessee,47,Hamilton County,065,010431,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,6,0,81,0,0,0,75,0,0,6,0,0,81,0
470650104312022,Tennessee,47,Hamilton County,065,010431,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0
470650104312024,Tennessee,47,Hamilton County,065,010431,2024,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,16,2,0,27,16,0,5,0,4,0,2,0,0,27,5
470650104312025,Tennessee,47,Hamilton County,065,010431,2025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
470650104312026,Tennessee,47,Hamilton County,065,010431,2026,0,0,0,0,305,0,7,0,0,2,1,0,0,0,0,8,0,0,17,0,340,0,0,305,8,3,7,17,0,0,340,0
470650104312027,Tennessee,47,Hamilton County,065,010431,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,28,0,0,0,0,0,0,0,0,28,0
470650104312028,Tennessee,47,Hamilton County,065,010431,2028,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,6,0,21,11,0,0,0,4,0,6,0,0,21,0
470650104313000,Tennessee,47,Hamilton County,065,010431,3000,0,0,0,0,0,0,0,0,4,5,13,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,26,0
470650104313007,Tennessee,47,Hamilton County,065,010431,3007,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,3,0,0,0,0,5,0
470650104313009,Tennessee,47,Hamilton County,065,010431,3009,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0
470650104313010,Tennessee,47,Hamilton County,065,010431,3010,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0
470650104314000,Tennessee,47,Hamilton County,065,010431,4000,0,0,0,0,0,0,497,0,0,0,0,6,0,0,0,10,0,169,4,0,686,169,0,0,10,6,497,4,0,0,686,0
470650104314001,Tennessee,47,Hamilton County,065,010431,4001,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,12,0,0,30,0,67,0,0,0,12,5,20,30,0,0,67,0
470650104314002,Tennessee,47,Hamilton County,065,010431,4002,0,0,0,5,0,0,15,0,0,4,5,0,0,0,0,7,1,0,6,0,43,0,0,0,7,9,15,7,5,0,43,0
470650104314003,Tennessee,47,Hamilton County,065,010431,4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
470650104314004,Tennessee,47,Hamilton County,065,010431,4004,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0
470650104314005,Tennessee,47,Hamilton County,065,010431,4005,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2
470650104314007,Tennessee,47,Hamilton County,065,010431,4007,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,25,62,0,0,121,62,0,0,0,1,33,25,0,0,121,0
470650104314008,Tennessee,47,Hamilton County,065,010431,4008,0,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,7,0,14,0,21,0
470650104314010,Tennessee,47,Hamilton County,065,010431,4010,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,10,0,22,0,0,0,6,6,0,10,0,0,22,0
470650104314013,Tennessee,47,Hamilton County,065,010431,4013,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,29,0,0,0,0,0,0,16,13,0,29,0
470650104314014,Tennessee,47,Hamilton County,065,010431,4014,0,0,0,0,7,0,239,1,0,20,8,39,0,0,0,32,0,70,0,0,416,70,0,8,32,67,239,0,0,0,416,1
470650104314015,Tennessee,47,Hamilton County,065,010431,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,0,0,0,0,0,0,0,0,15,0
470650104314017,Tennessee,47,Hamilton County,065,010431,4017,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,117,0,0,383,117,0,0,0,0,266,0,0,0,383,0
470650104314020,Tennessee,47,Hamilton County,065,010431,4020,0,0,0,0,23,4,724,0,6,23,4,1,2,1,10,7,28,450,50,0,1333,450,0,27,7,37,724,78,0,10,1333,4
470650104314025,Tennessee,47,Hamilton County,065,010431,4025,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,101,0,0,158,101,0,0,0,0,57,0,0,0,158,0
470650104314026,Tennessee,47,Hamilton County,065,010431,4026,0,0,0,0,0,0,15,0,0,12,0,0,0,0,0,0,0,50,0,0,77,50,0,0,0,12,15,0,0,0,77,0
470650104321000,Tennessee,47,Hamilton County,065,010432,1000,0,0,0,0,0,7,14,0,2,0,3,1,0,11,0,19,0,37,0,0,94,37,0,7,19,17,14,0,0,0,94,7
470650104321005,Tennessee,47,Hamilton County,065,010432,1005,0,0,0,0,0,9,150,0,0,8,0,0,0,0,0,27,8,23,50,0,275,23,0,9,27,8,150,58,0,0,275,9
470650104321006,Tennessee,47,Hamilton County,065,010432,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,22,0
470650104321012,Tennessee,47,Hamilton County,065,010432,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,27,0,0,0,0,0,0,0,0,27,0
470650104321015,Tennessee,47,Hamilton County,065,010432,1015,0,0,16,42,340,136,120,0,0,0,0,17,0,16,0,0,26,25,28,0,766,25,0,492,0,33,120,54,42,0,766,136
470650104321016,Tennessee,47,Hamilton County,065,010432,1016,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,30,0
470650104321019,Tennessee,47,Hamilton County,065,010432,1019,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11,0,0,13,0,31,0,0,0,11,7,0,13,0,0,31,0
470650104321022,Tennessee,47,Hamilton County,065,010432,1022,0,0,0,0,0,0,16,0,0,0,0,17,0,0,0,0,0,0,3,0,36,0,0,0,0,17,16,3,0,0,36,0
470650104321023,Tennessee,47,Hamilton County,065,010432,1023,0,0,33,0,0,0,10,0,0,27,0,0,0,0,0,109,0,199,39,0,417,199,0,33,109,27,10,39,0,0,417,0
470650104321024,Tennessee,47,Hamilton County,065,010432,1024,0,0,9,0,0,0,85,0,38,2,11,23,0,1,10,886,0,129,6,0,1200,129,0,9,886,75,85,6,0,10,1200,0
470650104321028,Tennessee,47,Hamilton County,065,010432,1028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,1,5,0,0,6,0
470650104321029,Tennessee,47,Hamilton County,065,010432,1029,0,0,0,0,0,0,0,0,0,92,0,0,0,1,0,0,0,0,0,0,93,0,0,0,0,93,0,0,0,0,93,0
470650104321031,Tennessee,47,Hamilton County,065,010432,1031,0,0,0,0,0,7,0,0,4,33,7,25,0,0,0,178,0,0,5,0,259,0,0,7,178,69,0,5,0,0,259,7
470650104321032,Tennessee,47,Hamilton County,065,010432,1032,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,0,0,23,19,0,0,0,0,4,0,0,0,23,0
470650104321033,Tennessee,47,Hamilton County,065,010432,1033,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,43,0,0,0,0,45,0,0,2,43,0,0,0,0,0,45,2
470650104321034,Tennessee,47,Hamilton County,065,010432,1034,0,0,0,0,0,0,46,0,0,6,0,0,0,0,0,4,0,0,0,0,56,0,0,0,4,6,46,0,0,0,56,0
470650104321035,Tennessee,47,Hamilton County,065,010432,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0
470650104321037,Tennessee,47,Hamilton County,065,010432,1037,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0
470650104321038,Tennessee,47,Hamilton County,065,010432,1038,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,6,0,0,0,0,1,3,2,0,0,6,0
470650104321041,Tennessee,47,Hamilton County,065,010432,1041,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0
470650104321044,Tennessee,47,Hamilton County,065,010432,1044,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,25,0
470650104321045,Tennessee,47,Hamilton County,065,010432,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,18,0
470650104321046,Tennessee,47,Hamilton County,065,010432,1046,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,6,40,0,0,94,40,0,0,0,0,48,6,0,0,94,0
470650104321055,Tennessee,47,Hamilton County,065,010432,1055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,1,0,0,0,5,0,0,6,0
470650104322002,Tennessee,47,Hamilton County,065,010432,2002,0,0,0,0,0,1,13,0,0,0,4,6,0,0,0,0,0,0,6,0,30,0,0,1,0,10,13,6,0,0,30,1
470650104322009,Tennessee,47,Hamilton County,065,010432,2009,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0
470650104322013,Tennessee,47,Hamilton County,065,010432,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
470650104323004,Tennessee,47,Hamilton County,065,010432,3004,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0
470650104323006,Tennessee,47,Hamilton County,065,010432,3006,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,16,0
470650104323012,Tennessee,47,Hamilton County,065,010432,3012,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,15,0
470650104324000,Tennessee,47,Hamilton County,065,010432,4000,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,5,0,0,0,0,4,0,1,0,0,5,0
470650104324003,Tennessee,47,Hamilton County,065,010432,4003,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0
470650104324005,Tennessee,47,Hamilton County,065,010432,4005,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,21,2,0,44,21,0,0,0,8,0,15,0,0,44,0
470650104324006,Tennessee,47,Hamilton County,065,010432,4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,5,0,0,0,0,0,0,3,0,2,5,0
470650104324011,Tennessee,47,Hamilton County,065,010432,4011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0
470650104324013,Tennessee,47,Hamilton County,065,010432,4013,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,0,3,0,0,7,0
470650104331000,Tennessee,47,Hamilton County,065,010433,1000,0,0,0,25,1,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,45,0,0,1,10,0,9,0,25,0,45,0
470650104331003,Tennessee,47,Hamilton County,065,010433,1003,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0
470650104332000,Tennessee,47,Hamilton County,065,010433,2000,0,0,0,0,0,0,36,0,0,8,0,0,1,1,0,0,0,752,15,0,813,752,0,0,0,10,36,15,0,0,813,0
470650104332001,Tennessee,47,Hamilton County,065,010433,2001,0,0,0,19,0,0,0,0,0,5,3,0,0,0,0,0,16,61,4,0,108,61,0,0,0,8,0,20,19,0,108,0
470650104332017,Tennessee,47,Hamilton County,065,010433,2017,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,38,0,30,0,0,79,30,0,0,38,1,10,0,0,0,79,0
470650104333000,Tennessee,47,Hamilton County,065,010433,3000,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,34,0,0,55,34,0,0,0,0,21,0,0,0,55,0
470650104333002,Tennessee,47,Hamilton County,065,010433,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,9,0,0,0,6,0,0,3,0,0,9,0
470650104333005,Tennessee,47,Hamilton County,065,010433,3005,0,0,0,2,0,7,16,0,0,6,0,19,0,0,0,56,0,0,19,0,125,0,0,7,56,25,16,19,2,0,125,7
470650104333007,Tennessee,47,Hamilton County,065,010433,3007,0,0,0,0,0,0,11,0,0,1,5,0,0,3,0,9,0,89,14,0,132,89,0,0,9,9,11,14,0,0,132,0
470650104333012,Tennessee,47,Hamilton County,065,010433,3012,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,0,49,0
470650104333016,Tennessee,47,Hamilton County,065,010433,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,20,0
470650104334003,Tennessee,47,Hamilton County,065,010433,4003,0,0,0,2,0,0,59,0,0,0,0,0,0,178,0,1,2,53,5,0,300,53,0,0,1,178,59,7,2,0,300,0
470650104334005,Tennessee,47,Hamilton County,065,010433,4005,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,1,0,0,3,0
470650104334006,Tennessee,47,Hamilton County,065,010433,4006,0,0,0,34,0,1,19,0,0,14,0,2,0,3,0,2,0,0,1,0,76,0,0,1,2,19,19,1,34,0,76,1
470650104334007,Tennessee,47,Hamilton County,065,010433,4007,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,5,0,16,0,0,42,16,0,0,5,21,0,0,0,0,42,0
470650104334009,Tennessee,47,Hamilton County,065,010433,4009,0,0,0,0,0,0,0,0,0,18,0,0,8,4,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0
470650104334011,Tennessee,47,Hamilton County,065,010433,4011,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,77,55,43,0,0,188,43,0,0,77,13,0,55,0,0,188,0
470650104334013,Tennessee,47,Hamilton County,065,010433,4013,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,4,9,0,0,0,13,0
470650104334014,Tennessee,47,Hamilton County,065,010433,4014,0,0,0,0,0,0,6,0,0,0,20,5,0,0,0,54,0,40,18,0,143,40,0,0,54,25,6,18,0,0,143,0
470650104334015,Tennessee,47,Hamilton County,065,010433,4015,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,22,0
470650104334016,Tennessee,47,Hamilton County,065,010433,4016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,17,0,0,0,0,0,17,0
470650104334018,Tennessee,47,Hamilton County,065,010433,4018,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,41,8,0,62,41,0,0,0,0,13,8,0,0,62,0
470650104334027,Tennessee,47,Hamilton County,065,010433,4027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,122,0,0,0,0,0,0,122,0,0,122,0
470650104334030,Tennessee,47,Hamilton County,065,010433,4030,0,0,0,94,60,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,179,0,0,60,0,25,0,0,94,0,179,0
470650104334035,Tennessee,47,Hamilton County,065,010433,4035,0,0,0,0,293,0,22,0,0,0,0,2,0,40,0,0,0,0,44,0,401,0,0,293,0,42,22,44,0,0,401,0
470650104341009,Tennessee,47,Hamilton County,065,010434,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0
470650104341010,Tennessee,47,Hamilton County,065,010434,1010,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,17,0
470650104341012,Tennessee,47,Hamilton County,065,010434,1012,0,0,0,0,0,0,14,0,0,4,0,0,0,23,40,1,0,0,9,0,91,0,0,0,1,27,14,9,0,40,91,0
470650104341013,Tennessee,47,Hamilton County,065,010434,1013,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0
470650104341015,Tennessee,47,Hamilton County,065,010434,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,10,9,0,0,0,0,0,1,0,0,10,0
470650104341020,Tennessee,47,Hamilton County,065,010434,1020,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0
470650104341029,Tennessee,47,Hamilton County,065,010434,1029,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0
470650104341031,Tennessee,47,Hamilton County,065,010434,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,0,7,0
470650104341036,Tennessee,47,Hamilton County,065,010434,1036,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,25,0
470650104341043,Tennessee,47,Hamilton County,065,010434,1043,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0
470650104341053,Tennessee,47,Hamilton County,065,010434,1053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
470650104341062,Tennessee,47,Hamilton County,065,010434,1062,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0
470650104341064,Tennessee,47,Hamilton County,065,010434,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,8,0,37,0,0,0,29,0,0,8,0,0,37,0
470650104341067,Tennessee,47,Hamilton County,065,010434,1067,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
470650104341071,Tennessee,47,Hamilton County,065,010434,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0
470650104341076,Tennessee,47,Hamilton County,065,010434,1076,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,27,0
470650104351003,Tennessee,47,Hamilton County,065,010435,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12,0,0,0,0,0,0,0,0,12,0
470650104351011,Tennessee,47,Hamilton County,065,010435,1011,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,9,0
470650104351016,Tennessee,47,Hamilton County,065,010435,1016,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,13,13
470650104351020,Tennessee,47,Hamilton County,065,010435,1020,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,3,0,4,0
