w_geocode,state,county,tract,block_group,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,empedu_p,empTotal,emptrn_p
470650034001008,Tennesse,Hamilton County,003400,1008,0,0,0,80,2,4,16,8,0,110,0
470650034001009,Tennesse,Hamilton County,003400,1009,0,0,2,0,0,0,4,41,0,47,2
470650034001010,Tennesse,Hamilton County,003400,1010,0,0,0,0,14,0,0,0,0,14,0
470650034001011,Tennesse,Hamilton County,003400,1011,0,0,0,0,10,1,156,0,0,167,0
470650034001014,Tennesse,Hamilton County,003400,1014,0,0,0,0,0,17,8,0,0,25,0
470650034001016,Tennesse,Hamilton County,003400,1016,0,0,126,0,350,0,0,2,0,478,34
470650034001023,Tennesse,Hamilton County,003400,1023,0,0,0,0,0,203,7,0,0,210,0
470650034001024,Tennesse,Hamilton County,003400,1024,21,0,3,5,36,10,2,0,0,77,3
470650034001025,Tennesse,Hamilton County,003400,1025,0,0,0,0,0,22,0,0,0,22,0
470650034001026,Tennesse,Hamilton County,003400,1026,21,0,0,0,0,0,0,0,0,21,0
470650034001028,Tennesse,Hamilton County,003400,1028,8,0,0,0,1,0,0,0,0,9,0
470650034001029,Tennesse,Hamilton County,003400,1029,7,0,13,1,4,8,3,0,0,36,13
470650034001030,Tennesse,Hamilton County,003400,1030,0,0,0,0,3,0,0,35,0,38,0
470650034001031,Tennesse,Hamilton County,003400,1031,0,0,0,0,8,0,0,0,0,8,0
470650034001032,Tennesse,Hamilton County,003400,1032,0,0,0,4,24,8,36,2,5,79,0
470650034001033,Tennesse,Hamilton County,003400,1033,0,0,0,0,4,0,0,1,0,5,0
470650034001034,Tennesse,Hamilton County,003400,1034,0,0,0,0,3,0,0,0,0,3,0
470650034002003,Tennesse,Hamilton County,003400,2003,0,0,0,1,18,0,0,0,0,19,0
470650034002004,Tennesse,Hamilton County,003400,2004,0,131,84,0,1071,0,2,16,3,1307,84
470650034002012,Tennesse,Hamilton County,003400,2012,0,0,0,0,32,0,0,0,0,32,0
470650034002018,Tennesse,Hamilton County,003400,2018,293,0,47,0,209,143,39,12,0,743,3
470650034002021,Tennesse,Hamilton County,003400,2021,0,0,0,1,0,0,0,0,0,1,0
470650034002025,Tennesse,Hamilton County,003400,2025,25,0,0,0,5,4,0,0,0,34,0
470650034003005,Tennesse,Hamilton County,003400,3005,38,0,23,0,8,92,79,56,0,296,14
470650034003007,Tennesse,Hamilton County,003400,3007,105,0,2,5,26,4,15,0,7,164,2
470650034003013,Tennesse,Hamilton County,003400,3013,0,0,0,0,0,0,0,3,0,3,0
470650034003018,Tennesse,Hamilton County,003400,3018,0,0,11,94,766,0,54,3,0,928,11
470650034003019,Tennesse,Hamilton County,003400,3019,0,0,0,0,0,0,2,5,0,7,0
470650034003020,Tennesse,Hamilton County,003400,3020,0,0,0,0,53,41,21,0,0,115,0
470650034003021,Tennesse,Hamilton County,003400,3021,0,0,0,2,0,0,0,0,0,2,0
470650034003026,Tennesse,Hamilton County,003400,3026,0,0,0,0,2,350,0,0,0,352,0
470650034003027,Tennesse,Hamilton County,003400,3027,0,0,0,0,10,0,0,0,0,10,0
470650101011000,Tennesse,Hamilton County,010101,1000,0,0,1,0,1,6,0,0,0,8,1
470650101011002,Tennesse,Hamilton County,010101,1002,0,0,0,0,0,0,1,0,0,1,0
470650101011004,Tennesse,Hamilton County,010101,1004,14,0,0,0,0,0,0,0,0,14,0
470650101011011,Tennesse,Hamilton County,010101,1011,0,0,0,0,1,0,0,0,0,1,0
470650101011013,Tennesse,Hamilton County,010101,1013,0,0,0,0,0,0,3,0,0,3,0
470650101011016,Tennesse,Hamilton County,010101,1016,0,0,0,0,0,1,0,0,0,1,0
470650101011023,Tennesse,Hamilton County,010101,1023,0,0,0,0,7,0,0,3,0,10,0
470650101012002,Tennesse,Hamilton County,010101,2002,0,0,0,0,0,0,9,0,0,9,0
470650101012008,Tennesse,Hamilton County,010101,2008,0,0,2,0,9,0,0,0,0,11,2
470650101012015,Tennesse,Hamilton County,010101,2015,0,0,0,0,0,0,2,0,0,2,0
470650101012023,Tennesse,Hamilton County,010101,2023,0,0,0,0,0,0,0,1,0,1,0
470650101012026,Tennesse,Hamilton County,010101,2026,0,0,0,0,13,0,1,0,0,14,0
470650101013000,Tennesse,Hamilton County,010101,3000,0,0,2,0,13,0,3,1,0,19,2
470650101013007,Tennesse,Hamilton County,010101,3007,0,0,0,0,1,0,0,0,0,1,0
470650101013017,Tennesse,Hamilton County,010101,3017,0,0,0,0,0,7,0,0,0,7,0
470650101013018,Tennesse,Hamilton County,010101,3018,0,0,3,0,0,0,0,0,0,3,3
470650101013019,Tennesse,Hamilton County,010101,3019,0,0,8,0,11,0,0,0,0,19,0
470650101013021,Tennesse,Hamilton County,010101,3021,0,0,0,0,0,0,0,9,0,9,0
470650101013025,Tennesse,Hamilton County,010101,3025,0,0,1,0,0,124,6,0,0,131,1
470650101013031,Tennesse,Hamilton County,010101,3031,0,0,0,0,2,0,4,0,0,6,0
470650101031000,Tennesse,Hamilton County,010103,1000,0,0,0,0,0,3,0,0,0,3,0
470650101031001,Tennesse,Hamilton County,010103,1001,0,0,0,0,0,7,0,3,0,10,0
470650101031009,Tennesse,Hamilton County,010103,1009,0,0,0,0,0,0,6,0,0,6,0
470650101031010,Tennesse,Hamilton County,010103,1010,0,0,0,0,0,0,0,2,0,2,0
470650101031011,Tennesse,Hamilton County,010103,1011,0,0,0,0,2,0,0,0,0,2,0
470650101031026,Tennesse,Hamilton County,010103,1026,0,0,22,0,0,0,0,0,0,22,0
470650101031037,Tennesse,Hamilton County,010103,1037,35,0,0,0,0,13,0,0,0,48,0
470650101031041,Tennesse,Hamilton County,010103,1041,0,0,0,0,0,0,0,1,0,1,0
470650101031046,Tennesse,Hamilton County,010103,1046,0,0,0,0,0,4,0,0,0,4,0
470650101032000,Tennesse,Hamilton County,010103,2000,0,0,0,0,0,0,1,0,0,1,0
470650101032008,Tennesse,Hamilton County,010103,2008,0,0,0,0,0,0,16,0,0,16,0
470650101032011,Tennesse,Hamilton County,010103,2011,0,0,0,0,0,0,2,0,0,2,0
470650101032020,Tennesse,Hamilton County,010103,2020,0,0,2509,0,0,5,0,0,0,2514,2509
470650101032023,Tennesse,Hamilton County,010103,2023,0,0,0,0,3,0,0,0,0,3,0
470650101041004,Tennesse,Hamilton County,010104,1004,0,0,0,0,0,0,2,0,0,2,0
470650101041006,Tennesse,Hamilton County,010104,1006,0,0,1,0,3,0,0,3,0,7,1
470650101041019,Tennesse,Hamilton County,010104,1019,0,0,1,0,0,0,0,1,0,2,1
470650101041022,Tennesse,Hamilton County,010104,1022,0,0,0,0,0,0,0,5,0,5,0
470650101041031,Tennesse,Hamilton County,010104,1031,0,0,3,0,0,0,4,0,0,7,3
470650101042004,Tennesse,Hamilton County,010104,2004,0,0,1,0,0,0,1,0,0,2,1
470650101042009,Tennesse,Hamilton County,010104,2009,0,0,0,0,0,1,0,0,0,1,0
470650101042016,Tennesse,Hamilton County,010104,2016,0,0,0,0,0,2,0,0,0,2,0
470650101043010,Tennesse,Hamilton County,010104,3010,0,0,0,0,0,0,0,10,0,10,0
470650101043030,Tennesse,Hamilton County,010104,3030,0,0,0,0,0,6,0,0,0,6,0
470650101043033,Tennesse,Hamilton County,010104,3033,0,0,0,0,0,0,0,1,0,1,0
470650101043038,Tennesse,Hamilton County,010104,3038,0,0,0,0,0,0,0,3,0,3,0
470650101044000,Tennesse,Hamilton County,010104,4000,0,0,0,0,0,2,0,0,0,2,0
470650101044037,Tennesse,Hamilton County,010104,4037,0,0,0,0,0,0,0,2,0,2,0
470650102011010,Tennesse,Hamilton County,010201,1010,0,0,0,0,0,14,0,0,0,14,0
470650102011014,Tennesse,Hamilton County,010201,1014,0,0,2,0,6,0,3,0,0,11,2
470650102011029,Tennesse,Hamilton County,010201,1029,0,0,0,0,4,0,0,0,0,4,0
470650102011032,Tennesse,Hamilton County,010201,1032,0,0,1,0,0,0,0,0,0,1,1
470650102012017,Tennesse,Hamilton County,010201,2017,0,0,0,0,0,0,0,24,0,24,0
470650102013003,Tennesse,Hamilton County,010201,3003,10,0,0,0,6,0,0,2,0,18,0
470650102013016,Tennesse,Hamilton County,010201,3016,14,0,0,0,0,0,3,0,0,17,0
470650102013017,Tennesse,Hamilton County,010201,3017,0,0,0,0,0,1,0,0,0,1,0
470650102013019,Tennesse,Hamilton County,010201,3019,0,0,0,0,3,0,0,0,0,3,0
470650102013040,Tennesse,Hamilton County,010201,3040,0,0,0,0,2,0,0,2,0,4,0
470650102013053,Tennesse,Hamilton County,010201,3053,0,0,0,0,1,0,0,0,0,1,0
470650102021006,Tennesse,Hamilton County,010202,1006,0,0,0,0,0,0,0,9,0,9,0
470650102021010,Tennesse,Hamilton County,010202,1010,0,0,3,0,0,0,0,0,0,3,0
470650102021012,Tennesse,Hamilton County,010202,1012,0,0,2,0,0,0,0,0,0,2,2
470650102021023,Tennesse,Hamilton County,010202,1023,0,0,0,6,0,0,0,0,0,6,0
470650102021025,Tennesse,Hamilton County,010202,1025,0,0,0,6,0,5,0,0,0,11,0
470650102021028,Tennesse,Hamilton County,010202,1028,0,0,22,0,0,0,0,0,0,22,0
470650102021042,Tennesse,Hamilton County,010202,1042,0,0,155,0,0,0,0,0,0,155,7
470650102021048,Tennesse,Hamilton County,010202,1048,0,0,0,0,0,5,0,0,0,5,0
470650102021052,Tennesse,Hamilton County,010202,1052,0,0,0,0,0,12,0,0,0,12,0
470650102021053,Tennesse,Hamilton County,010202,1053,0,0,9,0,0,0,0,17,0,26,0
470650102022000,Tennesse,Hamilton County,010202,2000,0,0,2,0,0,0,0,0,0,2,2
470650102022014,Tennesse,Hamilton County,010202,2014,0,0,0,0,0,0,0,4,0,4,0
470650102022022,Tennesse,Hamilton County,010202,2022,0,0,0,0,2,0,0,7,0,9,0
470650102022040,Tennesse,Hamilton County,010202,2040,0,0,0,0,0,0,0,1,0,1,0
470650102023000,Tennesse,Hamilton County,010202,3000,0,0,0,0,0,0,2,0,0,2,0
470650102023006,Tennesse,Hamilton County,010202,3006,0,0,0,0,0,12,0,0,0,12,0
470650102023008,Tennesse,Hamilton County,010202,3008,0,0,0,4,0,7,0,0,0,11,0
470650102023009,Tennesse,Hamilton County,010202,3009,0,0,0,0,0,4,0,0,0,4,0
470650102023022,Tennesse,Hamilton County,010202,3022,0,0,0,0,3,0,0,0,0,3,0
470650102023032,Tennesse,Hamilton County,010202,3032,0,0,0,0,0,2,0,0,0,2,0
470650102023035,Tennesse,Hamilton County,010202,3035,0,0,0,0,0,0,2,0,0,2,0
470650102023042,Tennesse,Hamilton County,010202,3042,0,0,21,0,0,0,0,0,0,21,21
470650102023047,Tennesse,Hamilton County,010202,3047,0,0,0,0,1,0,0,0,10,11,0
470650102024002,Tennesse,Hamilton County,010202,4002,0,0,27,0,1,0,1,0,0,29,0
470650102024012,Tennesse,Hamilton County,010202,4012,0,0,0,0,0,0,0,2,0,2,0
470650103032011,Tennesse,Hamilton County,010303,2011,0,0,27,0,2,0,0,0,0,29,27
470650103032018,Tennesse,Hamilton County,010303,2018,0,0,0,0,0,0,7,0,0,7,0
470650103032031,Tennesse,Hamilton County,010303,2031,0,0,0,0,0,5,0,0,0,5,0
470650103032033,Tennesse,Hamilton County,010303,2033,1,0,0,0,0,14,0,0,0,15,0
470650103032034,Tennesse,Hamilton County,010303,2034,53,2,0,0,1,0,0,0,0,56,0
470650103041001,Tennesse,Hamilton County,010304,1001,0,0,0,0,0,0,6,0,0,6,0
470650103041008,Tennesse,Hamilton County,010304,1008,0,4,0,0,0,0,0,0,0,4,0
470650103041024,Tennesse,Hamilton County,010304,1024,0,0,0,0,0,0,7,0,0,7,0
470650103041029,Tennesse,Hamilton County,010304,1029,0,0,0,0,0,4,1,0,0,5,0
470650103041034,Tennesse,Hamilton County,010304,1034,0,0,0,0,0,0,7,0,0,7,0
470650103042000,Tennesse,Hamilton County,010304,2000,0,0,0,0,0,0,0,12,0,12,0
470650103042004,Tennesse,Hamilton County,010304,2004,0,0,2,0,0,0,0,0,0,2,2
470650103042009,Tennesse,Hamilton County,010304,2009,0,0,0,0,0,0,0,4,0,4,0
470650103042012,Tennesse,Hamilton County,010304,2012,0,0,0,0,1,0,0,0,0,1,0
470650103042014,Tennesse,Hamilton County,010304,2014,4,0,0,0,0,0,0,0,0,4,0
470650103043002,Tennesse,Hamilton County,010304,3002,0,0,0,0,2,0,0,0,0,2,0
470650103043020,Tennesse,Hamilton County,010304,3020,0,0,0,0,0,0,0,13,0,13,0
470650103043022,Tennesse,Hamilton County,010304,3022,0,0,0,0,0,0,0,2,0,2,0
470650103043024,Tennesse,Hamilton County,010304,3024,0,0,0,0,0,0,0,6,0,6,0
470650103043027,Tennesse,Hamilton County,010304,3027,0,0,2,0,0,0,0,0,0,2,0
470650103044009,Tennesse,Hamilton County,010304,4009,0,0,0,0,71,0,0,0,0,71,0
470650103044010,Tennesse,Hamilton County,010304,4010,0,0,0,0,1,0,0,18,0,19,0
470650103044011,Tennesse,Hamilton County,010304,4011,0,0,0,0,0,0,1,0,0,1,0
470650103044021,Tennesse,Hamilton County,010304,4021,15,0,0,0,0,0,5,0,0,20,0
470650103051001,Tennesse,Hamilton County,010305,1001,19,0,0,0,0,0,0,0,0,19,0
470650103051010,Tennesse,Hamilton County,010305,1010,0,0,0,0,7,0,0,0,0,7,0
470650103051020,Tennesse,Hamilton County,010305,1020,0,0,0,0,0,0,2,16,0,18,0
470650103051021,Tennesse,Hamilton County,010305,1021,0,0,0,0,0,0,0,5,0,5,0
470650103051025,Tennesse,Hamilton County,010305,1025,0,0,0,0,4,0,0,0,0,4,0
470650103051027,Tennesse,Hamilton County,010305,1027,0,0,0,0,0,0,0,5,0,5,0
470650103051029,Tennesse,Hamilton County,010305,1029,0,0,0,0,1,0,0,0,0,1,0
470650103051035,Tennesse,Hamilton County,010305,1035,0,0,23,0,0,0,0,0,0,23,23
470650103051036,Tennesse,Hamilton County,010305,1036,0,0,0,0,0,0,2,1,0,3,0
470650103051049,Tennesse,Hamilton County,010305,1049,0,0,0,0,3,0,0,0,0,3,0
470650103051050,Tennesse,Hamilton County,010305,1050,0,0,0,0,0,0,1,0,0,1,0
470650103051052,Tennesse,Hamilton County,010305,1052,0,0,0,0,0,0,0,1,0,1,0
470650103061007,Tennesse,Hamilton County,010306,1007,0,0,9,0,31,0,0,0,0,40,9
470650103061017,Tennesse,Hamilton County,010306,1017,0,0,0,0,0,7,0,0,0,7,0
470650103061025,Tennesse,Hamilton County,010306,1025,0,0,0,0,1,0,0,5,0,6,0
470650103061028,Tennesse,Hamilton County,010306,1028,0,0,0,0,0,0,0,25,0,25,0
470650103061039,Tennesse,Hamilton County,010306,1039,0,0,0,0,1,0,0,0,0,1,0
470650103061041,Tennesse,Hamilton County,010306,1041,0,0,0,0,3,0,0,0,0,3,0
470650103061043,Tennesse,Hamilton County,010306,1043,0,0,0,0,4,0,0,0,0,4,0
470650103062013,Tennesse,Hamilton County,010306,2013,0,0,0,0,0,0,2,0,0,2,0
470650103062015,Tennesse,Hamilton County,010306,2015,0,0,0,0,0,0,0,3,0,3,0
470650103062021,Tennesse,Hamilton County,010306,2021,0,0,0,0,0,0,2,0,0,2,0
470650103062037,Tennesse,Hamilton County,010306,2037,0,0,0,122,0,0,0,0,0,122,0
470650103062042,Tennesse,Hamilton County,010306,2042,0,0,0,0,5,0,1,12,0,18,0
470650103062046,Tennesse,Hamilton County,010306,2046,0,0,0,0,0,7,0,0,0,7,0
470650103062056,Tennesse,Hamilton County,010306,2056,0,0,0,0,1,0,0,0,0,1,0
470650103062058,Tennesse,Hamilton County,010306,2058,0,0,0,0,0,0,6,0,0,6,0
470650103062059,Tennesse,Hamilton County,010306,2059,0,0,0,0,3,0,0,0,0,3,0
470650103071008,Tennesse,Hamilton County,010307,1008,47,0,0,7,4,8,0,0,0,66,0
470650103071018,Tennesse,Hamilton County,010307,1018,0,0,0,2,0,0,0,0,0,2,0
470650103071020,Tennesse,Hamilton County,010307,1020,9,114,12,12,17,14,0,0,0,178,12
470650103071030,Tennesse,Hamilton County,010307,1030,0,0,0,0,0,9,0,0,0,9,0
470650103071031,Tennesse,Hamilton County,010307,1031,0,0,0,0,0,72,0,0,0,72,0
470650103071033,Tennesse,Hamilton County,010307,1033,0,0,9,0,0,0,0,0,0,9,0
470650103071037,Tennesse,Hamilton County,010307,1037,0,0,0,0,0,0,3,1,0,4,0
470650103071042,Tennesse,Hamilton County,010307,1042,0,0,0,15,0,0,0,0,0,15,0
470650103071043,Tennesse,Hamilton County,010307,1043,0,0,0,0,1,0,0,0,0,1,0
470650103072003,Tennesse,Hamilton County,010307,2003,0,0,0,0,5,1,0,0,0,6,0
470650103072007,Tennesse,Hamilton County,010307,2007,0,0,0,0,2,0,0,0,0,2,0
470650103072010,Tennesse,Hamilton County,010307,2010,31,0,0,17,0,4,0,0,0,52,0
470650103072011,Tennesse,Hamilton County,010307,2011,57,0,0,0,11,22,0,0,0,90,0
470650103072012,Tennesse,Hamilton County,010307,2012,0,0,0,0,7,0,0,0,0,7,0
470650103072017,Tennesse,Hamilton County,010307,2017,0,0,0,8,0,0,0,0,0,8,0
470650103072018,Tennesse,Hamilton County,010307,2018,22,0,0,8,0,0,10,0,0,40,0
470650103072021,Tennesse,Hamilton County,010307,2021,0,0,0,0,0,0,0,4,0,4,0
470650103072022,Tennesse,Hamilton County,010307,2022,0,0,0,0,14,0,0,0,0,14,0
470650103072023,Tennesse,Hamilton County,010307,2023,28,0,9,0,0,0,0,3,0,40,9
470650103072026,Tennesse,Hamilton County,010307,2026,43,0,0,0,0,3,0,0,0,46,0
470650103073000,Tennesse,Hamilton County,010307,3000,24,0,0,0,8,0,0,0,0,32,0
470650103073001,Tennesse,Hamilton County,010307,3001,16,0,0,0,10,23,6,0,0,55,0
470650103073002,Tennesse,Hamilton County,010307,3002,0,0,0,0,0,21,0,0,0,21,0
470650103073003,Tennesse,Hamilton County,010307,3003,0,0,22,0,0,0,0,0,0,22,0
470650103073006,Tennesse,Hamilton County,010307,3006,4,0,0,5,21,0,14,0,0,44,0
470650103073014,Tennesse,Hamilton County,010307,3014,4,0,0,0,0,0,0,0,0,4,0
470650103073015,Tennesse,Hamilton County,010307,3015,0,0,0,0,0,0,9,0,0,9,0
470650103073017,Tennesse,Hamilton County,010307,3017,0,0,0,0,1,0,1,28,0,30,0
470650103073023,Tennesse,Hamilton County,010307,3023,0,0,0,0,0,2,0,0,0,2,0
470650103073026,Tennesse,Hamilton County,010307,3026,34,0,0,0,2,22,0,0,0,58,0
470650103073029,Tennesse,Hamilton County,010307,3029,45,0,2,8,11,306,17,0,0,389,0
470650103073030,Tennesse,Hamilton County,010307,3030,0,0,0,0,4,1,0,0,0,5,0
470650103073036,Tennesse,Hamilton County,010307,3036,3,0,144,0,3,0,80,3,0,233,101
470650103073038,Tennesse,Hamilton County,010307,3038,18,0,0,0,0,0,0,0,0,18,0
470650103073040,Tennesse,Hamilton County,010307,3040,19,0,54,0,4,10,0,113,0,200,0
470650103073041,Tennesse,Hamilton County,010307,3041,0,0,0,0,12,0,0,0,0,12,0
470650103073042,Tennesse,Hamilton County,010307,3042,0,0,38,0,0,0,13,69,0,120,10
470650103074026,Tennesse,Hamilton County,010307,4026,0,0,0,0,8,0,0,0,0,8,0
470650103074030,Tennesse,Hamilton County,010307,4030,0,0,0,0,0,11,0,0,0,11,0
470650103074032,Tennesse,Hamilton County,010307,4032,0,0,0,0,12,0,0,0,0,12,0
470650103074039,Tennesse,Hamilton County,010307,4039,0,0,4,0,0,0,0,0,0,4,4
470650103074049,Tennesse,Hamilton County,010307,4049,0,0,29,0,0,0,0,0,0,29,0
470650103074057,Tennesse,Hamilton County,010307,4057,0,0,4,0,0,0,0,0,0,4,0
470650103074065,Tennesse,Hamilton County,010307,4065,0,0,0,0,0,0,0,2,0,2,0
470650103074067,Tennesse,Hamilton County,010307,4067,0,0,0,0,0,0,0,1,0,1,0
470650103074072,Tennesse,Hamilton County,010307,4072,0,0,0,0,0,4,0,0,0,4,0
470650104111000,Tennesse,Hamilton County,010411,1000,0,0,0,0,0,57,0,0,0,57,0
470650104111003,Tennesse,Hamilton County,010411,1003,13,0,3,0,0,4,1,17,0,38,3
470650104111007,Tennesse,Hamilton County,010411,1007,0,0,0,0,0,2,0,0,0,2,0
470650104111010,Tennesse,Hamilton County,010411,1010,2,0,1,0,0,0,0,0,0,3,1
470650104111011,Tennesse,Hamilton County,010411,1011,0,0,0,0,0,8,0,0,0,8,0
470650104111014,Tennesse,Hamilton County,010411,1014,16,0,0,0,14,35,0,15,0,80,0
470650104111020,Tennesse,Hamilton County,010411,1020,0,0,9,0,0,0,0,0,0,9,9
470650104111023,Tennesse,Hamilton County,010411,1023,0,0,0,0,0,5,0,19,0,24,0
470650104111025,Tennesse,Hamilton County,010411,1025,0,0,1,0,0,0,0,0,0,1,1
470650104112004,Tennesse,Hamilton County,010411,2004,0,0,15,2,7,0,0,0,0,24,15
470650104112007,Tennesse,Hamilton County,010411,2007,0,0,0,0,0,2,0,0,0,2,0
470650104113000,Tennesse,Hamilton County,010411,3000,0,0,0,0,6,0,0,6,0,12,0
470650104113002,Tennesse,Hamilton County,010411,3002,0,0,0,0,2,0,0,0,0,2,0
470650104113005,Tennesse,Hamilton County,010411,3005,0,0,0,0,5,0,0,2,0,7,0
470650104113006,Tennesse,Hamilton County,010411,3006,0,0,0,0,0,0,0,9,0,9,0
470650104113008,Tennesse,Hamilton County,010411,3008,0,0,0,0,0,0,0,1,0,1,0
470650104114005,Tennesse,Hamilton County,010411,4005,0,0,0,0,294,0,0,0,0,294,0
470650104114015,Tennesse,Hamilton County,010411,4015,0,0,0,0,0,7,0,0,0,7,0
470650104114016,Tennesse,Hamilton County,010411,4016,0,0,0,0,0,0,0,28,0,28,0
470650104114041,Tennesse,Hamilton County,010411,4041,0,0,0,0,0,0,0,2,0,2,0
470650104114045,Tennesse,Hamilton County,010411,4045,0,0,0,0,0,0,0,1,0,1,0
470650104121000,Tennesse,Hamilton County,010412,1000,0,0,0,0,0,0,1,0,0,1,0
470650104121001,Tennesse,Hamilton County,010412,1001,0,0,0,0,0,0,0,18,0,18,0
470650104121015,Tennesse,Hamilton County,010412,1015,0,0,0,0,20,0,0,0,0,20,0
470650104122001,Tennesse,Hamilton County,010412,2001,0,0,0,0,0,0,3,0,0,3,0
470650104122004,Tennesse,Hamilton County,010412,2004,0,0,0,0,0,0,2,0,0,2,0
470650104122005,Tennesse,Hamilton County,010412,2005,0,0,27,0,5,0,0,5,0,37,0
470650104122007,Tennesse,Hamilton County,010412,2007,0,0,0,0,2,0,0,4,0,6,0
470650104122012,Tennesse,Hamilton County,010412,2012,0,0,0,0,0,0,0,113,0,113,0
470650104122013,Tennesse,Hamilton County,010412,2013,0,0,0,7,11,34,0,0,0,52,0
470650104123000,Tennesse,Hamilton County,010412,3000,0,0,1,0,0,0,0,15,4,20,1
470650104123005,Tennesse,Hamilton County,010412,3005,0,0,0,0,7,0,0,1,0,8,0
470650104123008,Tennesse,Hamilton County,010412,3008,0,0,0,0,0,8,0,0,0,8,0
470650104124007,Tennesse,Hamilton County,010412,4007,0,0,0,0,13,0,0,1,0,14,0
470650104124008,Tennesse,Hamilton County,010412,4008,0,0,0,0,0,0,1,0,0,1,0
470650104131003,Tennesse,Hamilton County,010413,1003,0,0,0,0,2,0,0,2,0,4,0
470650104131006,Tennesse,Hamilton County,010413,1006,0,0,0,0,3,0,2,5,0,10,0
470650104131008,Tennesse,Hamilton County,010413,1008,11,0,0,0,0,0,0,4,0,15,0
470650104131013,Tennesse,Hamilton County,010413,1013,0,0,3,0,2,0,0,0,0,5,3
470650104131014,Tennesse,Hamilton County,010413,1014,19,0,0,129,0,2,7,0,0,157,0
470650104131020,Tennesse,Hamilton County,010413,1020,0,0,0,0,12,0,0,0,0,12,0
470650104131021,Tennesse,Hamilton County,010413,1021,0,0,0,40,58,28,0,0,0,126,0
470650104131023,Tennesse,Hamilton County,010413,1023,0,0,0,0,3,0,0,0,0,3,0
470650104131024,Tennesse,Hamilton County,010413,1024,0,0,0,0,2,0,0,0,0,2,0
470650104132001,Tennesse,Hamilton County,010413,2001,0,0,1,5,0,19,0,0,0,25,1
470650104132002,Tennesse,Hamilton County,010413,2002,0,0,0,0,0,0,0,3,0,3,0
470650104132005,Tennesse,Hamilton County,010413,2005,0,0,0,0,0,0,0,4,0,4,0
470650104132011,Tennesse,Hamilton County,010413,2011,0,0,0,0,4,0,0,0,0,4,0
470650104132019,Tennesse,Hamilton County,010413,2019,60,0,0,0,2,87,2,0,0,151,0
470650104132029,Tennesse,Hamilton County,010413,2029,0,0,0,0,6,0,0,0,0,6,0
470650104132031,Tennesse,Hamilton County,010413,2031,0,0,0,0,9,0,0,0,0,9,0
470650104132037,Tennesse,Hamilton County,010413,2037,0,0,0,0,0,4,0,0,0,4,0
470650104311001,Tennesse,Hamilton County,010431,1001,0,0,0,0,0,4,0,0,0,4,0
470650104311002,Tennesse,Hamilton County,010431,1002,0,0,3,0,2,0,2,0,0,7,3
470650104311006,Tennesse,Hamilton County,010431,1006,0,0,0,5,3,4,7,0,11,30,0
470650104311011,Tennesse,Hamilton County,010431,1011,0,0,0,1,0,0,0,0,0,1,0
470650104311014,Tennesse,Hamilton County,010431,1014,0,0,2,0,6,5,1,12,0,26,2
470650104311016,Tennesse,Hamilton County,010431,1016,0,0,2,0,0,0,0,0,0,2,2
470650104311019,Tennesse,Hamilton County,010431,1019,21,0,3,0,0,0,0,0,0,24,3
470650104311024,Tennesse,Hamilton County,010431,1024,0,0,0,190,0,0,0,0,0,190,0
470650104312000,Tennesse,Hamilton County,010431,2000,0,0,6,0,0,0,0,2,0,8,6
470650104312001,Tennesse,Hamilton County,010431,2001,0,0,0,0,0,0,0,5,0,5,0
470650104312003,Tennesse,Hamilton County,010431,2003,0,0,1,0,0,0,0,0,0,1,1
470650104312017,Tennesse,Hamilton County,010431,2017,0,0,0,0,0,6,0,0,0,6,0
470650104312018,Tennesse,Hamilton County,010431,2018,0,0,0,75,0,0,6,0,0,81,0
470650104312022,Tennesse,Hamilton County,010431,2022,0,0,0,0,0,1,1,0,0,2,0
470650104312024,Tennesse,Hamilton County,010431,2024,16,0,5,0,4,0,2,0,0,27,5
470650104312025,Tennesse,Hamilton County,010431,2025,0,0,0,0,0,0,0,1,0,1,0
470650104312026,Tennesse,Hamilton County,010431,2026,0,0,305,8,3,7,17,0,0,340,0
470650104312027,Tennesse,Hamilton County,010431,2027,28,0,0,0,0,0,0,0,0,28,0
470650104312028,Tennesse,Hamilton County,010431,2028,11,0,0,0,4,0,6,0,0,21,0
470650104313000,Tennesse,Hamilton County,010431,3000,0,0,0,0,26,0,0,0,0,26,0
470650104313007,Tennesse,Hamilton County,010431,3007,0,0,2,0,3,0,0,0,0,5,0
470650104313009,Tennesse,Hamilton County,010431,3009,0,0,0,0,2,0,0,0,0,2,0
470650104313010,Tennesse,Hamilton County,010431,3010,0,0,0,0,0,0,0,2,0,2,0
470650104314000,Tennesse,Hamilton County,010431,4000,169,0,0,10,6,497,4,0,0,686,0
470650104314001,Tennesse,Hamilton County,010431,4001,0,0,0,12,5,20,30,0,0,67,0
470650104314002,Tennesse,Hamilton County,010431,4002,0,0,0,7,9,15,7,5,0,43,0
470650104314003,Tennesse,Hamilton County,010431,4003,0,0,0,0,0,0,0,0,1,1,0
470650104314004,Tennesse,Hamilton County,010431,4004,0,0,0,0,8,0,0,0,0,8,0
470650104314005,Tennesse,Hamilton County,010431,4005,0,0,2,0,0,0,0,0,0,2,2
470650104314007,Tennesse,Hamilton County,010431,4007,62,0,0,0,1,33,25,0,0,121,0
