id,end,link_id
25553,A,28268
25585,A,28308
16032,A,16786
16032,B,17146
16032,A,17515
16032,B,17533
16640,A,17510
16640,A,27358
16640,B,17511
16641,B,17510
16641,A,17565
16641,A,27343
16644,A,17513
16644,A,17514
16644,B,17515
16643,B,17513
16643,A,27402
16643,A,17512
16344,A,17802
16344,A,17145
16344,B,17803
16344,B,30672
16935,B,17802
16935,A,17800
16935,A,17801
24705,A,27201
24705,B,27227
24705,B,27257
24705,A,27202
24726,A,27227
24726,B,27281
24726,B,27246
24767,A,27281
24787,B,27358
24787,A,27305
24787,A,27304
16642,A,27386
16642,A,17511
16642,B,17512
24770,B,27386
24770,A,27286
24770,B,27304
24741,B,27402
24741,A,27246
24741,A,27245
26664,A,29815
26664,A,29817
26665,B,29815
26665,A,29816
24791,B,29817
24791,A,27312
24791,A,27313
24791,B,27342
16932,B,17798
16932,A,17797
16932,B,27867
25231,A,27867
25231,A,27868
24739,A,27242
24739,A,27243
24739,B,27254
24710,B,27243
24710,A,27211
24710,B,27212
24749,A,27257
24749,A,27258
24749,B,27286
24762,B,27305
24762,A,27275
24762,A,27276
16700,B,17565
16700,A,17566
24777,A,27294
24777,B,27343
24777,B,27316
24761,B,27294
24761,A,27274
24761,B,27276
24747,A,27254
24747,B,27274
24747,B,27275
16345,B,17145
16345,A,17146
27242,B,30807
27242,A,30672
24698,A,27192
24698,B,27270
24698,B,27216
24738,A,27241
24738,B,27245
24738,B,27271
24759,A,27270
24759,B,27313
24759,B,29816
24759,A,27271
24713,B,27312
24713,A,27216
15909,A,16670
15909,B,26764
15909,B,16694
15898,B,16670
15898,B,36902
15898,A,26544
15898,A,16660
15957,A,16717
15957,B,37236
15957,A,26824
15957,B,16722
15948,B,16717
15948,B,26849
15948,A,16710
23762,A,25922
23762,B,25968
23762,A,25921
23714,B,25922
23714,B,26108
23714,B,36915
23714,A,25856
23893,A,26105
23893,B,26116
23893,B,26205
23840,B,26105
23840,A,26030
23840,B,26039
23900,A,26116
23900,A,26115
23900,B,26146
24001,A,26245
24001,A,29865
24001,B,26247
23970,B,26245
23970,A,26205
23970,B,26414
24134,A,26413
24134,A,26414
24134,B,26433
24003,B,26413
24003,A,26276
24003,A,26247
24237,A,26552
24237,A,26553
24237,B,26726
24237,B,26590
24154,B,26552
24154,A,26439
24154,A,26438
24209,B,26553
24209,B,26613
24209,A,26514
24275,A,26603
24161,B,26603
24161,B,26463
24161,A,26448
24283,A,26613
24283,A,26614
24283,B,36916
24283,B,26699
24174,B,26614
24174,A,26463
24174,B,26487
24306,A,26646
24225,B,26646
24225,B,26704
24225,A,26535
24225,A,26534
24348,A,26704
24348,B,26720
24348,B,26776
24349,A,26711
24349,A,26705
24204,B,26711
24204,B,26544
24204,A,26507
24382,A,26764
24382,A,26763
24382,B,26771
24559,A,29852
24559,B,29888
24559,A,27002
24559,B,27019
24520,B,29852
24520,B,27067
24520,A,26947
24520,A,31500
26696,A,29888
26696,A,29889
24573,B,29889
24573,A,27018
24573,A,27019
24226,A,29953
24226,A,26551
24226,A,26536
24207,B,29953
24207,B,36913
24207,A,29954
24207,B,26510
27568,A,31197
27568,B,31196
24206,B,31197
24206,B,26535
24206,A,26510
454,A,36913
454,A,36916
454,A,37236
428,A,36914
428,A,37237
428,A,37238
428,A,36915
23941,B,36914
23941,B,26194
23941,B,30154
23941,A,26166
23941,A,26167
24411,A,26804
24411,B,26893
24411,A,30420
24411,B,31487
24385,B,26804
24385,B,26844
24385,A,26768
24439,A,26844
24439,A,26845
24439,B,26894
24419,B,26845
24419,B,26881
24419,A,26817
24443,A,26849
24443,B,26947
24443,A,31498
24475,A,26893
24475,A,26894
24475,B,26972
24475,B,31489
24501,A,26926
24501,B,27052
24501,B,31501
24501,A,31488
24502,B,26926
24502,B,31499
24502,A,31486
24538,A,26972
24538,B,36893
24538,A,26973
24538,B,27011
24590,A,27053
24590,A,27052
24590,B,27068
24567,B,27053
24567,B,27075
24567,A,27011
27749,A,31499
27749,B,31498
24336,B,26768
24336,A,26689
24336,B,26705
27750,A,31501
27750,B,31500
27744,A,31489
27744,B,31488
15933,A,16694
15933,B,16710
15933,B,30421
27046,B,30420
27046,A,30421
27743,B,31486
27743,A,31487
15891,A,16654
15891,B,16657
15891,B,26467
31709,B,16654
31709,A,38555
23837,A,26026
23837,B,26111
23837,B,26061
23898,A,26111
23898,B,26268
23898,A,26110
24020,A,26268
24020,A,26270
24177,B,37237
24177,A,26467
24177,B,26471
24177,B,26483
24162,A,26449
24162,B,26507
24162,B,30143
27407,B,30924
27407,A,30925
23861,A,26061
23861,B,30927
23861,A,26062
24179,A,26470
24179,A,26495
24179,A,26471
24180,B,26470
24150,B,26495
24150,B,26551
24150,A,26433
24188,B,26536
24188,B,26500
24188,A,26483
15894,A,16657
15894,B,16660
15894,A,26500
23862,A,26063
23862,A,26108
23862,B,26110
15981,A,16743
15981,B,16744
15981,A,26953
15975,B,16743
15975,A,26917
15975,A,16737
16308,A,17100
16308,B,17099
15962,B,17100
15962,B,26924
15962,A,16722
24438,A,26842
24438,A,26843
24438,B,26857
24438,B,26886
24424,B,26842
24424,B,26856
24424,A,26825
24423,B,26843
24423,B,26917
24423,B,37223
24423,A,26822
24448,A,26856
24448,A,26857
24448,B,26885
24448,B,26888
24499,A,26924
24499,B,26995
24499,B,26957
15970,A,16733
15970,B,26882
15970,B,16736
15971,B,16733
15971,A,17099
15971,B,26883
24468,A,26882
24468,B,26956
24468,A,26883
24554,A,26995
24554,B,27002
24554,B,27018
24568,A,27012
24568,A,27015
24568,B,27097
24526,B,27012
24526,A,26956
24526,A,26957
24357,A,26720
24357,B,26763
24357,A,31196
24388,A,26776
24388,B,26824
24388,A,26771
15989,A,16749
15989,A,26989
15989,B,29891
15989,B,17102
24470,A,26885
24470,B,26953
24470,A,26886
16309,B,37222
16309,B,17101
16309,A,17102
24361,A,26726
24361,B,26749
24361,B,26822
24361,A,26727
24371,A,26748
24371,A,26749
24371,B,26757
24344,A,26699
24344,B,26727
24344,B,26728
24362,A,26728
24378,A,26757
24378,B,26825
24378,B,26759
23783,A,25949
23783,B,26009
23783,A,25948
23783,B,25984
23827,A,26019
23827,A,26009
23807,B,26019
23807,B,26064
23807,A,25985
23863,A,26064
23863,B,26192
23863,B,26080
23961,A,26192
23961,B,26195
23962,A,26193
23962,A,26194
23962,A,26195
23856,B,26193
23856,A,26053
23856,A,26059
23856,B,26166
23942,B,26276
23942,B,29866
23942,B,26167
24083,A,26358
24083,B,26362
24083,B,26381
23933,B,26358
23933,B,29861
23933,A,26156
23924,B,29865
23924,A,29866
23924,A,26146
26848,A,30154
26848,B,30155
26848,B,36920
26848,B,30153
26849,A,30155
24129,B,29954
24129,A,30153
24129,B,26408
24127,A,26407
24127,B,26422
24127,A,26408
24128,B,26407
24141,A,26422
24141,B,26534
24141,B,26448
23796,A,25968
23796,B,26053
23796,A,25967
23796,B,25985
23841,B,26030
23847,B,26059
23847,A,26039
23847,B,26115
24085,A,26361
24085,A,26362
24085,B,26373
24107,A,26381
24107,A,26382
24107,B,26486
24099,B,26382
24099,B,26418
24099,A,26373
24190,B,37234
24190,A,26486
24190,A,26487
24190,B,26514
24136,A,26418
24136,A,26417
24136,B,26438
23744,A,25895
23744,B,25948
23744,B,29813
3576,A,1518
3576,B,1520
3576,A,9760
3562,B,1518
3562,A,1506
3562,A,9692
3599,A,2001
3599,A,9795
3599,B,37257
3599,B,1538
3979,B,2001
3979,A,2002
3991,A,2023
3991,B,37258
3991,B,9672
3991,A,2025
3992,B,2023
3992,A,2024
10599,A,9451
10599,A,9450
10599,B,9461
10600,B,9451
10600,B,9512
10600,A,11101
10641,A,9512
10641,B,9596
10641,A,9509
3995,A,9597
3995,A,9596
3995,B,2026
3995,B,9733
3995,A,2027
3993,B,9597
3993,B,2024
3993,B,9615
3993,A,2029
10769,A,9673
10769,A,9672
10769,B,9725
10756,B,9673
10756,B,9700
10756,A,9652
10801,A,9726
10801,B,9763
10801,A,9725
10786,B,9726
10786,A,9700
10786,B,9743
10818,A,9745
10818,A,9768
10818,B,9760
10709,B,9745
10709,A,9600
10709,A,9601
10830,A,9762
10830,A,9763
10830,B,9791
10806,B,9762
10806,B,9770
10806,A,9733
10835,A,9769
10835,A,9770
10835,B,9819
3556,B,9769
3556,B,1501
3556,B,2028
10841,A,9778
10841,B,9801
10841,B,9886
10825,B,9778
10825,B,9840
10825,A,9754
10848,A,9787
10848,B,9848
10848,B,9805
10817,B,9787
10817,B,9800
10817,B,37245
10817,A,9744
10817,A,9743
10852,A,9792
10852,A,9793
10852,B,9884
10784,B,9792
10784,A,9697
10784,A,9698
10784,B,37656
10834,B,9793
10834,A,9766
10834,A,9767
10854,B,9795
10858,A,9800
10858,A,9801
10858,B,9849
10859,A,9802
10859,B,9841
10859,B,9859
3560,B,9802
3560,B,1504
3560,A,2014
10871,A,9815
10871,A,9816
10871,B,9842
10800,B,9815
10800,A,9724
10800,A,9723
10872,B,9816
10890,A,9840
10895,A,9848
10895,A,9849
10895,B,9885
10904,A,9860
10904,B,9929
10904,B,36928
10904,B,9916
10731,B,9860
10731,A,9628
10731,B,9638
10949,A,9914
10862,B,9914
10862,B,9835
10862,A,9805
11840,A,11102
11840,B,11101
10547,B,11102
10547,A,9376
10547,B,9415
10547,B,9450
14594,B,15245
22474,A,24258
22474,B,30008
22474,A,25769
22475,B,24258
22475,B,25732
22475,A,25647
22719,A,24525
22719,A,24524
22719,B,24526
22720,B,24525
22720,A,27917
22720,B,30759
22725,A,24531
22725,B,24534
22725,A,24532
22725,B,24536
22721,B,24531
22721,B,24529
22721,A,24526
22727,A,24534
22727,B,24535
22727,A,24533
22730,A,24538
22729,B,24538
22729,A,24537
22729,A,24536
23077,A,24960
23077,B,24993
23077,B,25031
10960,B,24960
10960,B,24992
10960,A,9924
23100,A,24993
23100,B,25055
23100,B,25010
23127,A,25055
23127,A,25031
23633,A,25732
23633,B,25775
23633,B,25769
26748,A,30011
26748,B,30010
23263,B,30011
23263,A,25226
23263,A,25227
23237,A,30146
23237,A,25187
23237,B,25227
26843,B,30146
26843,A,30147
26843,A,30148
430,A,36922
430,A,37243
27308,B,36922
27308,B,30758
27308,A,30759
335,A,37208
335,A,37207
335,A,37206
10492,B,37208
10492,A,9305
10492,A,9308
10492,B,9323
337,A,37245
337,A,37246
337,A,36928
23099,B,37246
23099,A,24991
23099,A,24992
23099,B,25009
735,A,37257
735,A,37256
336,A,37258
336,A,37244
336,A,37259
10965,A,9929
10965,A,30910
10965,B,25616
10965,B,30908
15736,A,16525
15736,A,17069
15736,A,25304
15736,B,16530
16291,B,17069
16291,A,17070
23311,B,25293
23311,B,25304
23311,B,25374
23403,A,25412
23403,B,30909
23403,A,30907
23404,B,25412
23626,A,25723
23626,B,25782
23626,B,25740
23498,B,25723
23498,B,25547
23638,A,25739
23638,B,25742
23638,A,25740
23497,B,25739
23497,A,25547
23497,B,25568
23639,A,25742
23639,A,25741
23639,B,37242
23639,B,25840
25278,A,30010
25278,B,27917
27239,A,30669
27239,B,30757
25386,B,30669
25386,B,28030
27238,B,30910
27238,A,30668
23488,A,25536
23488,B,25812
23488,B,30913
23456,B,25536
23456,A,25491
23456,A,30906
23546,A,25616
23546,B,25658
23546,B,25724
26976,A,30323
26977,B,30323
26977,B,30324
27402,A,30913
27402,B,30912
15064,A,15798
15064,B,15860
15064,B,17551
15064,B,17856
15126,A,15860
15126,B,15859
15126,B,30938
15396,A,16165
15396,B,16161
15396,A,30938
15394,B,16165
15394,A,16160
15394,A,17856
23594,A,25676
23594,B,30322
23594,A,30911
16684,A,30422
16684,A,17551
26975,B,30422
26975,A,30322
26975,A,30324
27401,B,30911
27401,A,30912
23376,A,25374
23376,B,25430
23376,A,25375
23415,A,25430
23415,A,25431
23415,B,25480
23581,A,25658
23627,A,25724
23627,B,25783
23627,B,25811
23457,B,25491
27399,A,30908
27399,B,30907
27400,A,30909
27400,B,30919
27398,A,30918
27398,B,30906
27405,B,30918
27405,A,30919
23356,A,25351
11893,A,11247
11893,A,24788
11893,B,30317
3598,B,11247
3598,B,17068
3598,A,1538
15692,A,16493
15692,B,16507
15692,B,24947
15692,B,37495
15693,B,16493
15693,A,30316
15693,A,17067
15710,A,16507
15710,A,29845
15710,B,16510
15710,A,25084
23066,A,24947
23066,B,25048
23066,B,29896
23139,A,25048
23139,B,29845
23124,A,29896
23124,B,25027
26968,A,30312
26968,B,30314
26968,A,30315
26969,B,30312
26969,B,30313
26970,A,30313
26970,B,30315
26971,B,30316
26971,A,30317
26971,B,30318
15714,A,16510
15714,A,25123
15714,B,17070
23162,B,25084
23162,A,30310
23162,B,25090
23167,B,25123
23167,A,29844
23167,A,25090
26967,B,30310
26967,B,30311
26967,A,30314
10922,A,9884
10922,B,24788
10922,B,24823
10922,B,37675
731,A,37675
731,A,37495
22982,A,24831
26972,A,30318
23123,A,25027
23123,B,25143
23123,B,25049
23205,A,25143
23222,A,25166
23140,B,25166
23140,A,25049
16290,A,17068
16290,B,17067
22724,A,24530
22724,B,28029
22724,B,24537
22722,B,24530
22722,A,24527
22722,B,30753
25277,A,28029
25277,B,27916
26745,A,30006
25276,B,30006
25276,A,27916
23515,A,30009
23515,B,25741
23515,A,25568
26747,B,30009
26747,A,31290
22723,B,24527
22723,A,30757
22723,B,27915
27306,A,30753
27306,B,31290
25275,B,30668
25275,A,27915
22726,B,24532
22726,A,30758
22726,A,28030
23013,A,24869
23013,B,24893
23013,B,24918
10951,B,24869
10951,A,9916
10951,B,24836
23029,A,24888
23029,A,24893
23029,B,24919
22985,B,24888
22985,B,24958
22985,A,24836
23076,A,24958
23090,A,24980
23048,B,24980
23048,A,24918
23048,A,24919
23184,A,25112
23184,B,30147
23184,B,25162
23024,B,25112
23024,A,24881
23024,B,24915
26844,B,30148
23219,A,25162
10923,A,9886
10923,B,24881
10923,A,9885
23045,A,24915
3493,A,1450
3493,B,9316
3493,B,1451
3487,B,1450
3487,A,1445
3487,B,14420
3511,A,1464
3511,A,9382
3511,B,1466
3502,B,1464
3502,A,9343
3502,A,1457
3502,B,9350
3502,B,9356
3519,A,1473
3519,A,2447
3519,B,1479
3520,B,1473
3520,B,2017
3520,A,9434
4268,B,2447
4268,B,9434
4268,A,9422
10449,A,9246
10449,B,9254
10449,B,9277
10449,A,9247
10393,B,9246
10393,A,9179
10393,B,9195
3484,A,9254
3484,A,1443
3484,B,1445
10502,A,9316
10502,A,9315
10502,B,9322
10539,A,9363
10539,A,9373
10539,B,9412
10532,B,9363
10532,A,9350
10532,B,9355
10542,A,9366
10542,A,9367
10542,B,9382
10542,B,9424
10503,B,9366
10503,A,9317
10503,B,9343
10503,A,9318
10537,B,9367
10537,B,9401
10537,A,9361
10537,A,9360
10525,B,9373
10525,A,9344
10525,A,9345
10563,A,9397
10563,B,11189
10563,B,9481
10507,B,9397
10507,A,9324
10507,A,9323
10567,A,9401
10567,A,9402
10567,B,9407
10574,A,9412
10575,A,9413
10575,B,9422
10535,B,9413
10535,A,9356
10535,A,9355
10560,A,14187
10560,B,9402
10560,B,9394
13981,B,14187
13981,A,14188
10357,A,14315
10357,B,9137
10357,B,9179
14055,B,14315
14055,A,14316
334,A,36923
334,A,36924
334,A,37209
3517,A,1469
3517,B,9470
3517,B,1471
3517,A,9424
3514,B,1469
3514,A,1467
3514,B,9458
3514,A,9407
3536,A,1485
3536,A,9537
3536,B,9619
3536,B,2000
3526,B,1485
3526,A,1478
3526,A,9480
10615,A,9471
10615,B,9513
10615,A,9470
10615,B,9480
10605,B,9471
10605,A,9458
10605,B,9495
10643,A,9513
10643,B,9537
10643,B,9674
10643,A,9514
10725,A,9619
10725,B,9686
10725,B,37256
10725,B,9698
10633,B,9656
10633,B,9514
10633,A,9500
10770,A,9674
10770,B,9697
10770,B,9766
10770,A,9675
10778,A,9686
10631,A,9496
10631,A,9495
10631,B,9500
3977,B,2002
3977,A,1999
3977,A,9613
3978,B,1999
3978,A,2000
10720,B,9613
3518,A,1470
3518,B,1478
3518,B,2016
3518,A,1471
3513,B,1470
3513,A,1466
3513,B,9416
3987,A,2016
3987,A,2017
10577,A,9416
10309,A,9079
10309,B,9114
10309,A,11384
10343,A,9114
10343,B,9143
10343,A,9115
10408,A,9198
10408,A,9197
10408,B,9208
10369,B,9198
10369,B,9169
10369,A,9152
10435,A,9231
10435,A,14313
10435,B,9241
10435,B,9256
10419,B,9231
10419,B,9278
10419,A,9208
10484,A,9292
10484,B,9304
10484,A,9293
10455,B,9292
10455,A,9256
10455,B,9266
10491,A,9304
10491,A,9303
10491,B,9318
10491,B,9360
10509,B,9361
10509,A,13939
10509,B,9325
10389,A,13967
10389,A,9176
10389,B,9197
10364,B,13967
10364,A,9143
10364,A,9144
14053,A,14312
14053,B,14311
14054,B,14313
14054,A,14314
10463,A,9264
10463,B,9279
10463,B,13944
10463,A,9263
10456,B,9264
10456,B,9296
10456,A,9257
10456,A,9258
10508,A,9326
10508,B,14188
10508,A,9325
13828,A,13942
13828,A,13945
13828,B,13941
13828,B,13947
13829,B,13942
13829,A,13943
13829,B,13946
13830,B,13943
13830,A,13944
13830,B,13945
13831,A,13946
10457,B,9257
13827,B,13939
13827,A,13940
13827,A,13941
13832,A,13947
10464,B,9263
4267,A,2446
4267,B,9122
4267,A,9109
10348,A,9122
10348,B,9144
10348,B,9129
10384,A,9169
10384,A,9170
10384,B,9211
10319,A,9090
10319,B,9115
10319,B,9109
10444,A,9241
10444,B,9265
10444,B,9247
10465,A,9265
10465,B,9303
10465,A,9266
10476,A,9277
10476,B,9317
10476,B,9288
3494,B,1457
3494,A,9288
3494,A,1451
10317,A,9088
10317,B,14314
10317,B,14316
10320,B,9176
10320,A,9091
10320,A,11383
11959,B,11383
11959,B,11384
3997,A,2030
3997,B,2029
3675,B,2030
3675,B,11188
3675,A,11189
3675,A,1615
10668,A,9542
10668,A,11188
10668,B,9628
3527,B,9542
3527,A,1479
3527,A,9481
3527,B,1615
10741,A,9637
10741,B,9707
10741,A,9638
10722,B,9637
10722,B,9647
10722,A,9615
10790,A,9707
10790,B,9744
10790,A,9706
10790,B,9754
10750,A,9647
10750,B,9706
10750,B,9652
3481,A,1441
3481,B,1443
3481,B,9267
3481,B,37209
3478,B,1441
3478,B,9240
3478,A,1439
10427,A,9222
10427,B,36924
10427,B,9272
10427,B,9305
10414,B,9222
10414,B,9203
10414,A,15227
10442,A,9239
10442,A,9240
10442,B,9271
10443,B,9239
10483,A,9291
10483,B,9344
10483,A,9290
10479,B,9291
10479,A,9284
10479,B,9319
10469,A,9271
10469,B,9284
10469,B,9315
4449,A,2601
4449,B,9270
4449,A,14419
4450,B,2601
4450,B,2809
4630,A,2809
4630,A,14420
4630,B,14419
10466,A,9267
10466,A,9270
10504,A,9319
10504,B,9345
10504,A,9322
3473,A,1436
3473,A,9137
3473,B,1438
10366,A,9148
10310,B,9148
10310,A,9080
3477,A,1438
3477,B,1439
3477,A,9195
10470,A,9272
10470,B,9324
10470,B,9290
10493,B,9308
10413,A,9203
10891,A,9841
10891,A,9842
10891,B,9891
16659,A,17784
16659,A,17528
16659,B,29848
16920,B,17784
16920,A,25610
16920,B,37233
16920,B,25625
22716,A,24522
22716,B,24523
22716,B,27918
22717,B,24522
23012,A,24868
23012,B,24968
23012,B,24896
22983,B,24868
22983,B,36925
22983,A,24832
22983,B,37244
22983,A,24833
22983,B,24935
23081,A,24968
23081,A,24969
23081,B,25074
23118,A,25022
23118,B,25053
23118,B,25073
23033,B,25022
23033,A,24895
23033,B,24930
23033,A,24896
23142,A,25053
23142,A,25052
23142,B,25110
23229,A,25174
23229,B,25415
23229,B,25180
23179,B,25174
23179,A,25105
23179,B,36929
23179,A,25106
23284,A,25257
23284,A,25258
23284,B,25387
23284,B,25282
23240,B,25257
23240,B,25281
23240,A,25191
23240,B,25219
23285,B,25258
23285,B,25353
23302,A,25281
23302,B,25313
23302,A,25282
23306,A,25288
23306,B,36926
23306,B,25312
23306,B,25384
23234,B,25288
23234,B,25182
23234,A,25183
23234,B,25184
23323,A,25311
23323,B,25446
23323,A,25312
23324,B,25311
23344,A,25336
23344,A,25337
23344,B,25362
23357,A,25353
23357,B,25388
23357,B,25407
23358,A,25354
23358,B,25408
23358,B,25413
23359,B,25354
23399,A,25408
23399,A,25407
23399,B,25419
23406,A,25415
23406,B,25468
23406,A,25414
23446,A,25479
23446,B,25539
23446,B,25577
23446,A,25478
23405,B,25479
23405,A,25413
23405,B,25414
23491,A,25540
23491,A,25539
23491,B,25569
23454,B,25540
23454,B,25543
23454,A,25489
16661,B,25610
16661,B,17529
16661,A,25569
23591,A,25672
23554,B,25672
23554,B,25679
23554,A,25625
23679,B,25801
449,A,36926
449,A,36927
449,A,37233
449,A,37232
16915,A,17781
16915,A,30057
16915,A,30014
16915,B,25437
16916,B,17781
16916,A,25384
16916,B,30056
23493,A,25543
23493,A,25544
23493,B,25636
23494,B,25544
23494,B,30923
23494,A,30055
23508,A,25561
23508,B,25596
23508,B,25647
22442,B,25561
22442,A,24227
22442,A,25437
23564,A,25637
23564,B,25693
23564,A,25636
23557,B,25637
23557,A,30922
23557,B,25628
23614,A,25705
23614,B,25809
23614,A,25704
23568,B,25705
23568,B,25674
23568,A,25642
23664,A,25776
23664,A,30414
23664,B,25810
23592,B,25776
23592,B,25733
23592,A,25675
23592,A,25674
26777,B,30057
26777,B,37243
26777,B,30055
26777,A,30056
27043,B,30414
27043,A,30415
27406,B,30922
27406,A,30923
23534,A,25596
23534,B,25774
23534,B,25629
23635,B,25734
23556,A,25628
23556,A,25629
23556,B,25642
23593,B,25675
22443,B,24227
22443,A,24528
22443,A,24529
22443,B,24533
22718,B,24524
22718,B,24528
22718,A,24523
25279,B,30014
25279,A,27918
22728,A,24535
23597,A,25679
23597,B,25800
23597,B,25692
23606,A,25693
23606,A,25692
23606,B,25704
23425,A,25446
23425,B,25469
23439,A,25469
23439,A,25468
23439,B,25489
10875,A,9819
10875,B,9870
10875,B,9863
10908,A,9864
10908,A,9863
10908,B,37259
10908,B,9883
10851,B,9864
10851,A,9791
10851,B,9834
23073,A,24954
23073,B,25102
23073,B,24969
23059,B,24954
23059,A,24936
23059,A,24935
23084,A,24973
23084,B,25029
23084,B,25004
22953,B,24973
22953,A,24792
22953,A,24793
22953,B,24812
10915,B,24991
10915,A,9873
23103,A,24997
23103,B,25113
23103,B,25030
10921,B,24997
10921,B,24793
10921,A,9883
23106,A,25003
23106,A,25004
23106,B,25075
23047,B,25003
23047,A,24917
23047,B,24936
23126,A,25029
23126,B,25078
23126,A,25030
23157,A,25078
23157,B,25103
23157,A,25075
23235,A,25185
23235,B,30013
23235,A,25184
23236,B,25185
26749,A,30013
26749,B,30012
23185,A,25113
23185,B,25188
23185,B,25197
23110,B,25187
23110,A,25010
23110,A,25009
23238,A,25188
23238,B,25196
23238,A,30012
23243,A,25196
23243,A,25197
23243,B,25226
10885,B,9873
10885,B,9924
10885,A,9835
10885,A,9834
23177,A,25102
23177,A,25103
23177,B,25183
23233,A,25181
23233,A,25182
23233,A,25180
23156,B,25181
23156,A,25074
23156,A,25073
10913,A,9870
10913,B,24811
10913,B,24783
22954,B,24792
22967,A,24811
22967,A,24812
22967,B,24917
22967,B,24833
10926,B,24832
10926,A,24783
10926,A,9891
23383,A,25387
23383,A,25388
23383,B,25424
23383,B,25393
23386,A,25392
23386,A,25393
23386,B,25490
23363,B,25392
23363,B,25397
23363,A,25360
23455,A,25492
23455,A,25490
23390,B,25492
23390,A,25397
23390,B,25442
23479,A,25521
23479,B,25619
23479,B,25558
23465,B,25521
23465,A,25502
23465,A,25503
23463,B,25532
23463,A,25501
23463,A,25500
23521,A,25576
23521,A,25577
23521,B,25602
23432,B,25576
23432,A,25458
23432,B,25496
23537,A,25601
23537,A,25602
23537,B,25620
23460,B,25601
23460,A,25496
23460,B,25503
23630,A,25728
23630,A,25727
23630,B,25781
23630,B,25745
23589,B,25728
23589,A,25669
23589,A,29848
23641,A,25746
23641,A,25745
23641,B,25797
23642,B,25746
23580,B,37232
23580,A,25657
23580,B,25727
23580,A,25656
16660,B,17528
16660,A,17529
23590,B,25669
23659,A,25770
23659,B,25815
23659,B,25806
23660,B,25770
23683,B,25807
23409,A,25424
23409,B,25478
23409,A,25419
23550,A,25619
23550,B,25657
23550,A,25620
23325,B,25337
23325,A,25313
23325,B,25326
23395,A,25401
23395,B,25441
23395,B,25429
23337,B,25401
23337,B,25360
23337,A,25326
23414,A,25428
23414,B,25502
23414,B,25454
23414,A,25429
23366,B,25428
23366,A,25362
23422,A,25441
23422,A,25442
23422,B,25458
23464,B,25501
10958,A,9922
10958,A,24845
10958,B,29847
10868,B,9922
10868,A,9812
10868,B,9830
23053,A,24927
23080,A,24967
23080,B,25028
23080,A,30149
23080,B,25106
23055,B,24967
23055,B,25052
23055,A,24930
23125,A,25028
26686,A,29859
26686,A,29860
26681,B,29859
26681,B,29846
26681,A,29847
26845,B,30149
23182,A,25110
22988,A,24838
22989,B,24838
22989,A,31108
22989,B,24895
27507,B,31108
10903,A,9859
10927,A,9892
10881,B,9892
10881,B,9911
10881,A,9830
10946,A,9911
10946,B,24834
10946,B,24845
26680,A,29846
26680,B,29860
3555,A,1501
3555,A,9635
3555,B,1503
3555,B,9681
10518,B,9376
10518,A,9334
10518,A,9335
10548,A,9377
10548,B,9409
10548,B,9380
10549,B,9377
10550,A,9378
10550,B,9432
10550,B,11411
10494,B,9378
10494,A,9310
10494,A,9309
10576,A,9414
10576,A,9415
10576,B,9460
10576,B,9419
10500,B,9414
10500,B,9338
10500,A,9314
10579,A,9418
10579,A,9419
10579,B,9439
10522,B,9418
10522,A,9338
10676,A,9552
10676,B,37207
10676,B,9611
10676,B,9569
10676,A,9551
10637,B,9552
10637,B,9545
10637,A,9506
10718,A,9612
10718,B,9635
10718,A,9611
10719,B,9612
10774,A,9682
10774,B,9723
10774,A,9681
10775,B,9682
10775,B,9724
10675,A,11410
10675,A,9549
10675,B,9551
11978,B,11410
11978,A,11411
11978,A,11412
10572,A,13572
10572,B,9417
10572,B,9408
13602,B,13572
13602,A,13573
10495,B,37205
10495,B,9330
10495,A,13799
10495,B,9309
3996,A,2028
3996,B,2027
10586,A,9432
10586,B,9459
10586,B,9438
10606,A,9459
10620,A,9477
10620,B,9506
10620,B,9510
10602,B,9477
10602,A,9454
10602,B,9479
10642,A,9511
10642,A,9510
10642,B,9518
10621,B,9511
10621,B,37206
10621,A,9479
10621,B,9509
10671,A,9545
3994,A,2026
3994,B,2025
10592,B,9454
10592,A,9439
10592,A,9438
10607,A,9460
10607,A,9461
10647,A,9518
11979,B,11412
10412,A,9202
10412,B,9275
10412,B,9227
10403,B,9202
10403,B,9232
10403,A,9189
10436,A,9232
10436,B,13800
10436,B,9274
10473,B,9310
10473,A,9274
10473,A,9275
13724,A,13800
13724,A,13801
13724,B,13799
10501,B,9334
10501,B,9314
10519,B,9335
10431,A,9227
10513,A,9330
13725,B,13801
3559,B,1506
3559,A,9650
3559,A,1504
10578,A,9417
10578,B,9462
10578,B,9442
10608,A,9462
10608,B,9520
10608,A,9463
10649,A,9520
10649,B,9536
10649,B,9562
10702,A,11194
10702,A,9587
10702,B,9692
10701,B,11194
10701,B,9650
10701,A,9586
3558,A,2015
3558,A,11100
3558,A,1503
3986,B,2015
3986,B,2014
10681,B,11100
10681,B,9586
10681,A,9562
10686,A,9569
10664,A,9536
10571,A,9409
10571,B,9446
10571,A,9408
10552,A,9380
10699,B,9587
10699,A,9582
10699,B,9601
10710,B,9600
10587,A,9433
10587,A,9442
10587,B,9456
10588,B,9433
10603,A,9456
896,A,9181
896,B,9205
896,A,37252
896,A,9180
10395,B,9181
10415,A,9204
10415,A,9205
10415,B,37252
10415,B,9260
